transaction_id,customer_id,date,amount,category,province,tier,is_anomaly
TXN01262,CUST0101,2023-06-13,6197.56,Furniture,Gauteng,mid,False
TXN01170,CUST0093,2023-06-13,206.32,Stationery,KwaZulu-Natal,mid,False
TXN01220,CUST0097,2023-06-13,795.11,Clothing,Western Cape,mid,False
TXN03626,CUST0297,2023-06-13,923.86,Sports,KwaZulu-Natal,mid,False
TXN03513,CUST0290,2023-06-13,496.68,Clothing,Western Cape,mid,False
TXN00228,CUST0018,2023-06-14,3698.0,Electronics,Western Cape,mid,False
TXN04531,CUST0378,2023-06-14,50.0,Stationery,Gauteng,low,False
TXN01218,CUST0097,2023-06-14,290.44,Groceries,Western Cape,mid,False
TXN03431,CUST0280,2023-06-14,50.0,Health & Beauty,KwaZulu-Natal,low,False
TXN02450,CUST0205,2023-06-14,1910.16,Tools,Western Cape,high,False
TXN02627,CUST0218,2023-06-14,348.1,Health & Beauty,KwaZulu-Natal,mid,False
TXN01778,CUST0156,2023-06-15,404.21,Clothing,Gauteng,mid,False
TXN01782,CUST0157,2023-06-15,1891.04,Tools,KwaZulu-Natal,high,False
TXN02119,CUST0185,2023-06-15,1130.07,Tools,Gauteng,mid,False
TXN01050,CUST0082,2023-06-15,354.55,Health & Beauty,KwaZulu-Natal,mid,False
TXN04695,CUST0395,2023-06-15,583.16,Health & Beauty,Gauteng,high,False
TXN01154,CUST0092,2023-06-15,2877.86,Electronics,KwaZulu-Natal,mid,False
TXN02666,CUST0223,2023-06-15,157.73,Stationery,Gauteng,mid,False
TXN02361,CUST0200,2023-06-16,1304.58,Clothing,KwaZulu-Natal,high,False
TXN00831,CUST0060,2023-06-16,299.11,Stationery,Gauteng,high,False
TXN02777,CUST0233,2023-06-16,2185.38,Electronics,Western Cape,mid,False
TXN04343,CUST0362,2023-06-16,6031.91,Furniture,KwaZulu-Natal,mid,False
TXN01755,CUST0154,2023-06-17,537.42,Sports,Western Cape,mid,False
TXN03631,CUST0297,2023-06-17,2117.44,Electronics,KwaZulu-Natal,mid,False
TXN01674,CUST0147,2023-06-17,1361.29,Sports,Western Cape,high,False
TXN03288,CUST0268,2023-06-17,618.29,Tools,KwaZulu-Natal,mid,False
TXN04190,CUST0350,2023-06-17,981.26,Tools,KwaZulu-Natal,mid,False
TXN03135,CUST0256,2023-06-17,492.32,Health & Beauty,Western Cape,high,False
TXN00843,CUST0060,2023-06-17,455.87,Groceries,Gauteng,high,False
TXN03195,CUST0263,2023-06-17,1175.06,Tools,Gauteng,mid,False
TXN03111,CUST0256,2023-06-17,290.12,Stationery,Western Cape,high,False
TXN02244,CUST0192,2023-06-17,208.02,Stationery,Eastern Cape,mid,False
TXN01529,CUST0133,2023-06-18,2305.51,Electronics,Gauteng,low,False
TXN01316,CUST0107,2023-06-18,237.24,Clothing,Western Cape,low,False
TXN01641,CUST0144,2023-06-18,224.48,Stationery,Gauteng,mid,False
TXN03813,CUST0310,2023-06-18,504.77,Groceries,Gauteng,mid,False
TXN02266,CUST0194,2023-06-18,976.81,Tools,KwaZulu-Natal,mid,False
TXN03649,CUST0299,2023-06-18,2751.57,Electronics,KwaZulu-Natal,mid,False
TXN00136,CUST0010,2023-06-19,10117.3,Furniture,KwaZulu-Natal,high,False
TXN03886,CUST0320,2023-06-19,5710.05,Furniture,Gauteng,low,False
TXN02208,CUST0191,2023-06-19,1504.06,Clothing,Gauteng,high,False
TXN02477,CUST0207,2023-06-19,251.17,Health & Beauty,Gauteng,mid,False
TXN04638,CUST0389,2023-06-19,720.22,Sports,KwaZulu-Natal,mid,False
TXN00891,CUST0064,2023-06-19,615.62,Clothing,Gauteng,mid,False
TXN01176,CUST0093,2023-06-20,173.25,Health & Beauty,KwaZulu-Natal,mid,False
TXN04158,CUST0346,2023-06-20,213.83,Groceries,Western Cape,low,False
TXN00721,CUST0054,2023-06-20,1377.97,Electronics,Eastern Cape,low,False
TXN01361,CUST0115,2023-06-20,1770.77,Tools,KwaZulu-Natal,high,False
TXN01877,CUST0163,2023-06-20,4512.81,Electronics,KwaZulu-Natal,high,False
TXN01491,CUST0129,2023-06-20,600.3,Health & Beauty,Gauteng,high,False
TXN04554,CUST0381,2023-06-21,980.64,Tools,Gauteng,mid,False
TXN00404,CUST0030,2023-06-21,1413.98,Sports,Gauteng,high,False
TXN01882,CUST0163,2023-06-21,405.78,Health & Beauty,KwaZulu-Natal,high,False
TXN01335,CUST0112,2023-06-21,874.37,Tools,Gauteng,mid,False
TXN00608,CUST0041,2023-06-21,376.57,Health & Beauty,Gauteng,high,False
TXN03930,CUST0323,2023-06-21,555.2,Health & Beauty,KwaZulu-Natal,high,False
TXN01899,CUST0163,2023-06-21,1661.44,Sports,KwaZulu-Natal,high,False
TXN00076,CUST0007,2023-06-21,412.92,Groceries,Gauteng,mid,False
TXN03043,CUST0250,2023-06-21,2316.63,Electronics,Eastern Cape,mid,False
TXN02688,CUST0225,2023-06-22,883.82,Tools,Gauteng,mid,False
TXN01444,CUST0122,2023-06-22,130.57,Stationery,Eastern Cape,mid,False
TXN02594,CUST0217,2023-06-22,4133.57,Electronics,Gauteng,high,False
TXN04250,CUST0355,2023-06-22,1124.46,Clothing,Gauteng,high,False
TXN00709,CUST0052,2023-06-22,139.54,Stationery,KwaZulu-Natal,mid,False
TXN03166,CUST0259,2023-06-23,2555.99,Furniture,Western Cape,mid,False
TXN03436,CUST0282,2023-06-23,3608.31,Furniture,Gauteng,mid,False
TXN01942,CUST0167,2023-06-23,99.42,Stationery,Gauteng,mid,False
TXN04639,CUST0389,2023-06-23,170.38,Stationery,KwaZulu-Natal,mid,False
TXN03370,CUST0275,2023-06-24,770.33,Clothing,Western Cape,mid,False
TXN03017,CUST0247,2023-06-24,226.33,Groceries,Western Cape,mid,False
TXN00027,CUST0002,2023-06-24,50.0,Clothing,Limpopo,low,False
TXN02797,CUST0235,2023-06-24,1548.09,Tools,Gauteng,high,False
TXN00938,CUST0071,2023-06-24,1468.6,Clothing,KwaZulu-Natal,high,False
TXN03383,CUST0277,2023-06-24,675.34,Groceries,KwaZulu-Natal,high,False
TXN01212,CUST0097,2023-06-24,3629.87,Furniture,Western Cape,mid,False
TXN04361,CUST0365,2023-06-24,1493.24,Clothing,Limpopo,high,False
TXN03300,CUST0269,2023-06-24,324.23,Groceries,Gauteng,mid,False
TXN02527,CUST0211,2023-06-25,691.89,Groceries,Western Cape,high,False
TXN04166,CUST0347,2023-06-25,1018.01,Sports,KwaZulu-Natal,mid,False
TXN02351,CUST0200,2023-06-25,309.38,Stationery,KwaZulu-Natal,high,False
TXN03951,CUST0327,2023-06-25,359.01,Stationery,Western Cape,high,False
TXN03267,CUST0267,2023-06-25,237.91,Groceries,KwaZulu-Natal,mid,False
TXN01855,CUST0160,2023-06-25,369.44,Health & Beauty,KwaZulu-Natal,mid,False
TXN02907,CUST0241,2023-06-25,1460.59,Tools,Limpopo,high,False
TXN01543,CUST0134,2023-06-25,206.97,Groceries,Gauteng,mid,False
TXN02909,CUST0241,2023-06-26,617.14,Health & Beauty,Limpopo,high,False
TXN02339,CUST0200,2023-06-26,597.36,Health & Beauty,KwaZulu-Natal,high,False
TXN01625,CUST0143,2023-06-26,376.53,Groceries,Western Cape,mid,False
TXN02090,CUST0183,2023-06-26,2680.83,Electronics,Limpopo,mid,False
TXN01381,CUST0116,2023-06-26,279.53,Stationery,Eastern Cape,high,False
TXN00481,CUST0034,2023-06-26,3825.7,Electronics,Limpopo,high,False
TXN03558,CUST0293,2023-06-26,4960.67,Furniture,Eastern Cape,mid,False
TXN01852,CUST0160,2023-06-27,223.86,Health & Beauty,KwaZulu-Natal,mid,False
TXN03392,CUST0277,2023-06-27,282.32,Stationery,KwaZulu-Natal,high,False
TXN02503,CUST0210,2023-06-27,584.52,Clothing,Gauteng,mid,False
TXN03775,CUST0305,2023-06-27,4187.43,Electronics,KwaZulu-Natal,high,False
TXN02600,CUST0217,2023-06-27,232.31,Stationery,Gauteng,high,False
TXN00561,CUST0040,2023-06-28,7697.34,Furniture,Western Cape,high,False
TXN01036,CUST0081,2023-06-28,5237.22,Furniture,Eastern Cape,mid,False
TXN02297,CUST0196,2023-06-28,2736.34,Electronics,Gauteng,mid,False
TXN01797,CUST0157,2023-06-28,611.88,Health & Beauty,KwaZulu-Natal,high,False
TXN00014,CUST0001,2023-06-28,1611.3,Tools,Gauteng,high,False
TXN01615,CUST0143,2023-06-29,747.62,Clothing,Western Cape,mid,False
TXN02094,CUST0183,2023-06-29,193.79,Health & Beauty,Limpopo,mid,False
TXN04392,CUST0366,2023-06-29,5452.51,Furniture,Gauteng,mid,False
TXN01097,CUST0086,2023-06-29,269.26,Clothing,Gauteng,low,False
TXN03702,CUST0302,2023-06-29,333.56,Stationery,Western Cape,high,False
TXN04617,CUST0387,2023-06-29,5266.83,Furniture,Gauteng,mid,False
TXN03234,CUST0265,2023-06-29,1790.62,Sports,Eastern Cape,high,False
TXN03528,CUST0291,2023-06-29,2710.81,Electronics,Gauteng,mid,False
TXN04459,CUST0373,2023-06-29,1488.98,Tools,Gauteng,high,False
TXN03836,CUST0314,2023-06-29,6477.0,Furniture,Limpopo,mid,False
TXN02410,CUST0204,2023-06-29,1200.61,Clothing,Eastern Cape,high,False
TXN01215,CUST0097,2023-06-29,6096.53,Furniture,Western Cape,mid,False
TXN03321,CUST0271,2023-06-29,140.75,Stationery,Eastern Cape,mid,False
TXN01760,CUST0155,2023-06-29,90.31,Clothing,Limpopo,low,False
TXN03583,CUST0295,2023-06-29,366.61,Stationery,Gauteng,high,False
TXN02822,CUST0235,2023-06-29,723.47,Health & Beauty,Gauteng,high,False
TXN02148,CUST0187,2023-06-30,789.22,Groceries,Eastern Cape,high,False
TXN04149,CUST0345,2023-06-30,50.0,Stationery,Gauteng,mid,False
TXN00806,CUST0059,2023-06-30,1749.86,Sports,Gauteng,high,False
TXN00808,CUST0059,2023-06-30,1866.2,Tools,Gauteng,high,False
TXN01998,CUST0174,2023-07-01,381.41,Health & Beauty,Gauteng,mid,False
TXN03405,CUST0277,2023-07-01,1728.25,Tools,KwaZulu-Natal,high,False
TXN01021,CUST0078,2023-07-01,1106.78,Clothing,Gauteng,mid,False
TXN01493,CUST0129,2023-07-01,684.32,Groceries,Gauteng,high,False
TXN01658,CUST0146,2023-07-01,207.59,Groceries,Gauteng,mid,False
TXN04368,CUST0365,2023-07-01,5508.88,Electronics,Limpopo,high,False
TXN03801,CUST0309,2023-07-01,238.52,Health & Beauty,KwaZulu-Natal,mid,False
TXN00999,CUST0077,2023-07-01,379.93,Stationery,KwaZulu-Natal,high,False
TXN00459,CUST0033,2023-07-01,715.44,Tools,Gauteng,mid,False
TXN01576,CUST0139,2023-07-02,4175.09,Furniture,Gauteng,mid,False
TXN03547,CUST0293,2023-07-02,275.32,Stationery,Eastern Cape,mid,False
TXN00092,CUST0008,2023-07-02,737.0,Health & Beauty,Eastern Cape,high,False
TXN02630,CUST0218,2023-07-02,286.52,Groceries,KwaZulu-Natal,mid,False
TXN01770,CUST0156,2023-07-03,805.78,Clothing,Gauteng,mid,False
TXN01113,CUST0087,2023-07-03,2022.22,Tools,KwaZulu-Natal,high,False
TXN02840,CUST0236,2023-07-03,384.64,Health & Beauty,KwaZulu-Natal,mid,False
TXN04477,CUST0374,2023-07-03,287.01,Groceries,KwaZulu-Natal,mid,False
TXN01452,CUST0123,2023-07-03,203.36,Health & Beauty,Gauteng,low,False
TXN04706,CUST0395,2023-07-03,601.58,Groceries,Gauteng,high,False
TXN04322,CUST0361,2023-07-03,369.82,Groceries,Gauteng,mid,False
TXN01123,CUST0088,2023-07-03,3943.68,Furniture,KwaZulu-Natal,mid,False
TXN04293,CUST0357,2023-07-04,860.03,Clothing,Gauteng,mid,False
TXN03459,CUST0284,2023-07-04,1112.92,Sports,Gauteng,mid,False
TXN02940,CUST0242,2023-07-04,825.51,Clothing,Limpopo,mid,False
TXN01077,CUST0084,2023-07-04,1324.94,Tools,Gauteng,mid,False
TXN00958,CUST0072,2023-07-04,650.92,Sports,Gauteng,low,False
TXN00418,CUST0031,2023-07-05,1483.69,Sports,Western Cape,high,False
TXN02203,CUST0190,2023-07-05,3112.77,Electronics,Gauteng,mid,False
TXN04199,CUST0351,2023-07-05,4731.34,Electronics,Western Cape,high,False
TXN03340,CUST0273,2023-07-05,1599.2,Tools,Eastern Cape,high,False
TXN01980,CUST0171,2023-07-05,878.1,Tools,KwaZulu-Natal,mid,False
TXN01927,CUST0165,2023-07-05,951.45,Tools,Gauteng,mid,False
TXN03033,CUST0249,2023-07-05,95.06,Stationery,Limpopo,low,False
TXN01119,CUST0088,2023-07-05,4344.23,Furniture,KwaZulu-Natal,mid,False
TXN01205,CUST0096,2023-07-06,531.45,Clothing,Western Cape,mid,False
TXN02988,CUST0245,2023-07-06,262.44,Stationery,Gauteng,high,False
TXN01234,CUST0098,2023-07-06,6748.32,Furniture,Western Cape,high,False
TXN01325,CUST0110,2023-07-06,99.15,Health & Beauty,Gauteng,low,False
TXN02791,CUST0234,2023-07-06,268.38,Groceries,Western Cape,mid,False
TXN01172,CUST0093,2023-07-06,686.79,Sports,KwaZulu-Natal,mid,False
TXN03009,CUST0247,2023-07-07,435.86,Groceries,Western Cape,mid,False
TXN01907,CUST0163,2023-07-07,1169.32,Clothing,KwaZulu-Natal,high,False
TXN00090,CUST0008,2023-07-07,366.5,Stationery,Eastern Cape,high,False
TXN01809,CUST0157,2023-07-07,1837.13,Tools,KwaZulu-Natal,high,False
TXN00666,CUST0049,2023-07-07,160.21,Stationery,Western Cape,mid,False
TXN01318,CUST0108,2023-07-07,537.7,Clothing,KwaZulu-Natal,low,False
TXN01233,CUST0098,2023-07-08,588.97,Health & Beauty,Western Cape,high,False
TXN01649,CUST0145,2023-07-08,501.47,Health & Beauty,Gauteng,mid,False
TXN03953,CUST0327,2023-07-08,1373.72,Clothing,Western Cape,high,False
TXN04406,CUST0370,2023-07-08,341.38,Clothing,Gauteng,low,False
TXN02525,CUST0211,2023-07-08,306.83,Stationery,Western Cape,high,False
TXN03492,CUST0287,2023-07-08,1268.43,Sports,Western Cape,mid,False
TXN03507,CUST0289,2023-07-08,1132.54,Electronics,Gauteng,low,False
TXN01790,CUST0157,2023-07-08,698.9,Groceries,KwaZulu-Natal,high,False
TXN01052,CUST0082,2023-07-09,267.78,Stationery,KwaZulu-Natal,mid,False
TXN02715,CUST0227,2023-07-09,194.95,Health & Beauty,Limpopo,mid,False
TXN01103,CUST0087,2023-07-09,11166.79,Furniture,KwaZulu-Natal,high,False
TXN04288,CUST0357,2023-07-09,1237.21,Electronics,Gauteng,mid,False
TXN01173,CUST0093,2023-07-09,3480.2,Furniture,KwaZulu-Natal,mid,False
TXN00397,CUST0030,2023-07-09,753.88,Health & Beauty,Gauteng,high,False
TXN01150,CUST0092,2023-07-10,903.8,Clothing,KwaZulu-Natal,mid,False
TXN01423,CUST0120,2023-07-10,491.36,Tools,Western Cape,mid,False
TXN01534,CUST0134,2023-07-10,309.97,Health & Beauty,Gauteng,mid,False
TXN03529,CUST0291,2023-07-10,573.55,Clothing,Gauteng,mid,False
TXN00137,CUST0010,2023-07-10,612.23,Groceries,KwaZulu-Natal,high,False
TXN00826,CUST0060,2023-07-10,5433.45,Electronics,Gauteng,high,False
TXN04643,CUST0390,2023-07-10,158.69,Stationery,Eastern Cape,low,False
TXN02415,CUST0204,2023-07-11,622.71,Health & Beauty,Eastern Cape,high,False
TXN01579,CUST0140,2023-07-11,8889.31,Furniture,Limpopo,high,False
TXN01434,CUST0121,2023-07-11,139.24,Stationery,Eastern Cape,mid,False
TXN01944,CUST0167,2023-07-11,1008.69,Sports,Gauteng,mid,False
TXN04387,CUST0365,2023-07-11,421.96,Stationery,Limpopo,high,False
TXN03809,CUST0310,2023-07-11,3983.41,Furniture,Gauteng,mid,False
TXN00837,CUST0060,2023-07-11,5037.68,Electronics,Gauteng,high,False
TXN01053,CUST0082,2023-07-11,795.97,Tools,KwaZulu-Natal,mid,False
TXN02132,CUST0186,2023-07-11,907.6,Sports,KwaZulu-Natal,mid,False
TXN03336,CUST0273,2023-07-12,658.41,Groceries,Eastern Cape,high,False
TXN00791,CUST0058,2023-07-12,3233.14,Electronics,Gauteng,mid,False
TXN02963,CUST0244,2023-07-12,1886.15,Electronics,Gauteng,mid,False
TXN00946,CUST0071,2023-07-12,4025.13,Electronics,KwaZulu-Natal,high,False
TXN03186,CUST0261,2023-07-12,2892.02,Electronics,Western Cape,mid,False
TXN03777,CUST0305,2023-07-12,1591.05,Clothing,KwaZulu-Natal,high,False
TXN00828,CUST0060,2023-07-13,1645.55,Sports,Gauteng,high,False
TXN02386,CUST0203,2023-07-13,1852.84,Furniture,Gauteng,mid,False
TXN04261,CUST0355,2023-07-13,473.85,Health & Beauty,Gauteng,high,False
TXN02694,CUST0226,2023-07-14,244.76,Health & Beauty,Gauteng,mid,False
TXN01353,CUST0115,2023-07-14,1385.2,Sports,KwaZulu-Natal,high,False
TXN02089,CUST0183,2023-07-14,308.98,Groceries,Limpopo,mid,False
TXN00986,CUST0075,2023-07-14,1655.44,Tools,KwaZulu-Natal,mid,False
TXN02614,CUST0217,2023-07-14,450.47,Stationery,Gauteng,high,False
TXN02165,CUST0188,2023-07-15,740.41,Groceries,Western Cape,high,False
TXN03737,CUST0304,2023-07-15,2009.45,Tools,KwaZulu-Natal,high,False
TXN04171,CUST0348,2023-07-15,2508.92,Electronics,Gauteng,mid,False
TXN04484,CUST0375,2023-07-15,440.36,Sports,Gauteng,low,False
TXN03349,CUST0274,2023-07-15,279.05,Health & Beauty,Eastern Cape,mid,False
TXN00467,CUST0034,2023-07-15,1002.4,Clothing,Limpopo,high,False
TXN04105,CUST0341,2023-07-16,462.7,Groceries,Western Cape,mid,False
TXN04280,CUST0355,2023-07-16,5514.59,Electronics,Gauteng,high,False
TXN01709,CUST0149,2023-07-17,293.92,Groceries,Gauteng,mid,False
TXN04237,CUST0354,2023-07-17,2828.07,Electronics,Gauteng,mid,False
TXN03882,CUST0319,2023-07-17,503.46,Health & Beauty,Gauteng,high,False
TXN03721,CUST0302,2023-07-17,8748.53,Furniture,Western Cape,high,False
TXN04411,CUST0371,2023-07-17,1280.24,Clothing,Gauteng,high,False
TXN02456,CUST0206,2023-07-17,160.23,Stationery,Gauteng,mid,False
TXN01951,CUST0167,2023-07-17,333.23,Health & Beauty,Gauteng,mid,False
TXN00954,CUST0071,2023-07-18,1730.61,Tools,KwaZulu-Natal,high,False
TXN00470,CUST0034,2023-07-18,347.45,Stationery,Limpopo,high,False
TXN01820,CUST0158,2023-07-18,1059.29,Sports,KwaZulu-Natal,high,False
TXN04566,CUST0382,2023-07-18,178.11,Groceries,KwaZulu-Natal,mid,False
TXN02439,CUST0205,2023-07-18,812.19,Groceries,Western Cape,high,False
TXN00384,CUST0029,2023-07-19,2989.23,Electronics,Western Cape,mid,False
TXN00557,CUST0040,2023-07-20,281.38,Stationery,Western Cape,high,False
TXN03727,CUST0303,2023-07-20,1143.52,Tools,Western Cape,mid,False
TXN01710,CUST0149,2023-07-20,1868.46,Electronics,Gauteng,mid,False
TXN03555,CUST0293,2023-07-20,3961.45,Electronics,Eastern Cape,mid,False
TXN01177,CUST0093,2023-07-20,375.59,Health & Beauty,KwaZulu-Natal,mid,False
TXN03939,CUST0325,2023-07-20,242.94,Health & Beauty,Limpopo,mid,False
TXN03647,CUST0299,2023-07-20,222.79,Stationery,KwaZulu-Natal,mid,False
TXN04660,CUST0392,2023-07-20,1697.51,Tools,Western Cape,mid,False
TXN03410,CUST0277,2023-07-20,540.42,Groceries,KwaZulu-Natal,high,False
TXN00290,CUST0023,2023-07-21,6182.19,Electronics,Gauteng,high,False
TXN00009,CUST0001,2023-07-21,10085.21,Furniture,Gauteng,high,False
TXN03787,CUST0307,2023-07-21,562.44,Clothing,Western Cape,mid,False
TXN03590,CUST0295,2023-07-21,341.74,Stationery,Gauteng,high,False
TXN02255,CUST0193,2023-07-21,960.95,Sports,Eastern Cape,mid,False
TXN00821,CUST0059,2023-07-21,1653.07,Sports,Gauteng,high,False
TXN04582,CUST0384,2023-07-21,989.34,Sports,Eastern Cape,mid,False
TXN01987,CUST0173,2023-07-21,827.77,Sports,Western Cape,mid,False
TXN02191,CUST0189,2023-07-21,967.84,Clothing,Western Cape,high,False
TXN03944,CUST0327,2023-07-22,313.25,Stationery,Western Cape,high,False
TXN03706,CUST0302,2023-07-22,1526.86,Sports,Western Cape,high,False
TXN00410,CUST0030,2023-07-22,1594.61,Sports,Gauteng,high,False
TXN04052,CUST0334,2023-07-22,851.53,Clothing,Gauteng,mid,False
TXN00547,CUST0040,2023-07-22,284.88,Stationery,Western Cape,high,False
TXN03046,CUST0251,2023-07-22,1638.27,Sports,Gauteng,high,False
TXN04690,CUST0395,2023-07-22,5393.31,Electronics,Gauteng,high,False
TXN02114,CUST0184,2023-07-23,940.28,Sports,Eastern Cape,mid,False
TXN03792,CUST0309,2023-07-23,350.37,Groceries,KwaZulu-Natal,mid,False
TXN03824,CUST0312,2023-07-23,1010.59,Electronics,Gauteng,mid,False
TXN02147,CUST0187,2023-07-23,382.04,Stationery,Eastern Cape,high,False
TXN01735,CUST0151,2023-07-23,1179.56,Clothing,Eastern Cape,mid,False
TXN03465,CUST0284,2023-07-24,189.97,Stationery,Gauteng,mid,False
TXN02498,CUST0210,2023-07-24,1512.48,Electronics,Gauteng,mid,False
TXN00737,CUST0055,2023-07-24,632.0,Health & Beauty,Western Cape,high,False
TXN04224,CUST0353,2023-07-24,1263.79,Tools,KwaZulu-Natal,mid,False
TXN04559,CUST0382,2023-07-25,754.18,Clothing,KwaZulu-Natal,mid,False
TXN01427,CUST0121,2023-07-25,912.23,Clothing,Eastern Cape,mid,False
TXN00963,CUST0073,2023-07-25,1906.2,Sports,Gauteng,high,False
TXN00817,CUST0059,2023-07-25,5810.71,Electronics,Gauteng,high,False
TXN04262,CUST0355,2023-07-25,816.4,Groceries,Gauteng,high,False
TXN01686,CUST0147,2023-07-25,2212.48,Tools,Western Cape,high,False
TXN03901,CUST0322,2023-07-26,332.53,Tools,KwaZulu-Natal,mid,False
TXN01509,CUST0129,2023-07-26,1846.1,Tools,Gauteng,high,False
TXN00534,CUST0037,2023-07-26,1518.84,Clothing,Gauteng,high,False
TXN03240,CUST0265,2023-07-26,510.13,Health & Beauty,Eastern Cape,high,False
TXN04655,CUST0392,2023-07-26,3590.24,Electronics,Western Cape,mid,False
TXN02786,CUST0234,2023-07-27,1115.24,Clothing,Western Cape,mid,False
TXN01817,CUST0157,2023-07-27,720.12,Health & Beauty,KwaZulu-Natal,high,False
TXN03738,CUST0304,2023-07-27,7209.38,Furniture,KwaZulu-Natal,high,False
TXN04438,CUST0373,2023-07-27,1824.97,Tools,Gauteng,high,False
TXN03041,CUST0250,2023-07-27,148.32,Stationery,Eastern Cape,mid,False
TXN00165,CUST0013,2023-07-27,224.99,Groceries,Eastern Cape,low,False
TXN01153,CUST0092,2023-07-27,573.73,Sports,KwaZulu-Natal,mid,False
TXN02894,CUST0240,2023-07-27,3450.21,Electronics,Gauteng,mid,False
TXN04080,CUST0338,2023-07-27,50.0,Stationery,KwaZulu-Natal,low,False
TXN04402,CUST0369,2023-07-28,361.87,Health & Beauty,Gauteng,mid,False
TXN04389,CUST0366,2023-07-28,230.56,Groceries,Gauteng,mid,False
TXN01628,CUST0143,2023-07-29,192.11,Stationery,Western Cape,mid,False
TXN02127,CUST0186,2023-07-29,671.55,Sports,KwaZulu-Natal,mid,False
TXN01120,CUST0088,2023-07-29,800.48,Sports,KwaZulu-Natal,mid,False
TXN02990,CUST0245,2023-07-29,1499.58,Tools,Gauteng,high,False
TXN01806,CUST0157,2023-07-29,1676.14,Tools,KwaZulu-Natal,high,False
TXN02418,CUST0204,2023-07-29,9585.48,Furniture,Eastern Cape,high,False
TXN00503,CUST0035,2023-07-29,1806.22,Clothing,Limpopo,high,False
TXN03259,CUST0266,2023-07-29,224.27,Stationery,KwaZulu-Natal,mid,False
TXN00594,CUST0041,2023-07-29,682.38,Groceries,Gauteng,high,False
TXN00012,CUST0001,2023-07-29,746.35,Groceries,Gauteng,high,False
TXN02251,CUST0192,2023-07-30,1514.51,Tools,Eastern Cape,mid,False
TXN01127,CUST0088,2023-07-30,309.85,Groceries,KwaZulu-Natal,mid,False
TXN02020,CUST0177,2023-07-30,1764.34,Sports,KwaZulu-Natal,high,False
TXN02718,CUST0227,2023-07-30,1106.5,Clothing,Limpopo,mid,False
TXN00441,CUST0031,2023-07-30,2075.59,Tools,Western Cape,high,False
TXN01292,CUST0104,2023-07-30,447.76,Sports,Western Cape,low,False
TXN04364,CUST0365,2023-07-30,5312.15,Electronics,Limpopo,high,False
TXN01723,CUST0151,2023-07-30,158.03,Stationery,Eastern Cape,mid,False
TXN00429,CUST0031,2023-07-30,325.1,Stationery,Western Cape,high,False
TXN02730,CUST0229,2023-07-31,5106.92,Electronics,Eastern Cape,high,False
TXN02957,CUST0243,2023-07-31,6516.64,Furniture,Eastern Cape,mid,False
TXN01504,CUST0129,2023-07-31,1699.13,Tools,Gauteng,high,False
TXN01601,CUST0142,2023-07-31,6370.406193830706,Sports,Gauteng,mid,True
TXN01969,CUST0170,2023-07-31,4371.06,Furniture,Western Cape,mid,False
TXN01186,CUST0095,2023-07-31,546.52,Tools,KwaZulu-Natal,mid,False
TXN03854,CUST0317,2023-07-31,199.46,Furniture,Western Cape,low,False
TXN04738,CUST0398,2023-08-01,683.9,Sports,Western Cape,mid,False
TXN03262,CUST0267,2023-08-01,205.93,Stationery,KwaZulu-Natal,mid,False
TXN02872,CUST0239,2023-08-01,3156.0,Furniture,KwaZulu-Natal,mid,False
TXN03342,CUST0273,2023-08-01,359.57,Stationery,Eastern Cape,high,False
TXN00566,CUST0040,2023-08-02,4117.79,Electronics,Western Cape,high,False
TXN03264,CUST0267,2023-08-02,266.8,Health & Beauty,KwaZulu-Natal,mid,False
TXN02482,CUST0208,2023-08-02,676.63,Clothing,KwaZulu-Natal,mid,False
TXN00490,CUST0035,2023-08-02,662.21,Health & Beauty,Limpopo,high,False
TXN02013,CUST0177,2023-08-02,986.33,Clothing,KwaZulu-Natal,high,False
TXN03205,CUST0263,2023-08-02,6645.98,Furniture,Gauteng,mid,False
TXN02028,CUST0177,2023-08-02,2187.1,Tools,KwaZulu-Natal,high,False
TXN00179,CUST0015,2023-08-02,362.95,Groceries,Gauteng,mid,False
TXN04022,CUST0331,2023-08-03,273.32,Health & Beauty,Gauteng,mid,False
TXN01447,CUST0122,2023-08-03,711.04,Tools,Eastern Cape,mid,False
TXN00023,CUST0001,2023-08-03,723.88,Groceries,Gauteng,high,False
TXN01660,CUST0146,2023-08-03,4853.78,Furniture,Gauteng,mid,False
TXN01540,CUST0134,2023-08-03,6555.57,Furniture,Gauteng,mid,False
TXN04472,CUST0373,2023-08-04,1990.07,Tools,Gauteng,high,False
TXN01604,CUST0142,2023-08-04,334.91,Health & Beauty,Gauteng,mid,False
TXN00133,CUST0010,2023-08-04,663.36,Groceries,KwaZulu-Natal,high,False
TXN02810,CUST0235,2023-08-04,1826.84,Sports,Gauteng,high,False
TXN04482,CUST0375,2023-08-04,141.44,Health & Beauty,Gauteng,low,False
TXN04173,CUST0348,2023-08-04,171.73,Stationery,Gauteng,mid,False
TXN00748,CUST0056,2023-08-04,957.89,Tools,Limpopo,mid,False
TXN04546,CUST0381,2023-08-04,236.01,Stationery,Gauteng,mid,False
TXN01487,CUST0128,2023-08-04,2237.26,Furniture,Eastern Cape,mid,False
TXN02513,CUST0211,2023-08-04,451.14,Health & Beauty,Western Cape,high,False
TXN04527,CUST0377,2023-08-05,396.43,Health & Beauty,Eastern Cape,mid,False
